qid,context,question,answer,tag
foody_191,"Quán lần đầu đến thấy khá được nhưng đến vài lần sau thì khá thất vọng , nhân viên ko nhiệt tình lắm , trưa vào tránh nóng thì bật có 1 máy lạnh trong khi đông nghịt ng nóng muốn chết nói miết mới lên mở được , nhạc thì cũng đc nhưng nhiều khi mơr đi mở lại 1 bài muốn nhàm . Chắc lần sau ko quay lại
",Cảm giác của khách hàng khi đến quán là gì?,lần đầu đến thấy khá được nhưng đến vài lần sau thì khá thất vọng,foody
foody_2873,"Mình sử dụng voucher đến mua thì nhân viên có vẻ khinh thường nhỉ , hỏi pass wifi thì hét vào mặt khách . Mình xài voucher cũng mua bằng tiền chứ đâu đi xin của ai . Đã xác định bán voucher thì nên xem lại thái độ của nhân viên lẫn boss nhé . Chưa kể mình mua bánh su nhân tiramisu bị chua , k ăn đc luôn . Bánh thì nhỏ xíu , vỏ bánh khô , trang trí qua loa , k đẹp . Còn vấn đề VỆ SINH thì khỏi bàn luôn ha . Quy trình làm bánh gì thấy mà ghê , k 1 ai đeo bao tay gì cả . Lâu lâu vừa nhúng bánh vào chocolate vừa vuốt tóc mới sợ chứ . Nói chung là chưa bao giờ đi 1 quán TỆ , DƠ , THÁI ĐỘ như vậy . Các bạn nên cân nhắc khi mua voucher của quán này nha
",Nhân viên có hành động gì khi khách hỏi mật khẩu wifi của quán?,hét vào mặt khách,foody
foody_2729,"Mình đã đi ăn ở đây 2 lần , giá cả ở đây cũng cao nhưng mà đồ ăn thì nhiều lắm , vì đồ ăn nhiều nên giá cao là binh thường , thức ăn ở đây ướp hương vị ngon , mình đi ăn 2 người kêu 1 đĩa vú dê nướng 120 k là ăn muốn no lươn , dê nướng mọi thì 100k nướng tại bàn luôn , nước ngọt thì có 8k thui rất rẻ .
Thức ăn ngon nhưng ở đây hơi có nhiều muỗi , khuyên mọi người trước khi di ăn thì sử dụng thuốc chống muỗi soffell nha .
",Vì sao giá ở đây cao nhưng khách hàng vẫn hài lòng?,đồ ăn nhiều,foody
foody_1897,"Quán có không gian đẹp nhất là vào buổi tối . Quán có kiểu trang trí như hang động . Anh chủ quán thay đổi kiểu trang trí theo từng dịp lễ . Quán rất đông khách chủ yếu ngồi ngoài trời . Có tầng 2 cho những ngừoi thích yên tĩnh . Có nhiều người nổi tiếng , hot teen tới . Đồ uống ngon miễn bàn . Shisha ngon rẻ . Điểm trừ là do thuộc phố đi bộ nên phải gửi xe vào những ngày cuối tuần .
",Quán có không gian nào cho người không muốn ồn ào?,tầng 2,foody
foody_2721,"Nước rất ngoon , giá cả phải chăng cho những quán trong trung tâm ... . đặc biệt Yaourt ở đây cực cực ngon , nên thử với rất nhiều hương vị : Yaourt Đào , Yaourt Bơ , Yaourt Chocolate . . Yaourt ở đây là Yaourt nhà làm rất béo và ngon . Ngoài ra còn có Trà Đào , Matcha trà xanh , Cookie Original ... Quán đông vào buổi tối khá náo nhiệt .
",Khách hàng nên thử trải nghiệm với món nào của quán?,Yaourt,foody
foody_88,"Hơn 60 nghìn cho 1 bát xôi loại rẻ tiền nhất , nhưng rất ít nên ăn không bõ , lèo tèo thịt , xôi quá bình thường không bằng mình tự nấu ở nhà . Bạn mình gọi suất đắt hơn nhưng cũng chỉ hơn tẹo . Nhận xét về món chính nói chung là quá nhạt nhòa . Ăn phải 2 suất mới đủ nhưng thế hóa ra thành 120k . Chưa kể nước uống , gọi thêm phụ cũng đắt . Chất lượng chán mà giá cao , không bao giờ quay lại nha .
",Nhận xét của khách hàng về món xôi ở quán là gì?,quá bình thường không bằng mình tự nấu ở nhà,foody
foody_1550,"Hồi quán mới khai trương thấy quán đông nên nhà mình có ghé vô ăn thử . Vì cũng gần nhà mình á . Chỗ để xe trong wan lun nêm cũng yên tâm và rất rộng nữa . Nhà mình gọi vài món nhue dê lùi xả nướng , vú dê , gan heo và 1 lẩu . Mình thấy đồ ăn giá cũng k rẻ mà chất lượng mình thấy bình thường . Cái món gan heo nó hôi hôi ji á . Hix . Dê lùi xả thì thịt dê cũng tươi , tạm đc . Vú dê thì ăn chỗ nào cũng na ná nhau ỏ đây ko có gì đặc biệt lắm . Lẩu dê thì cũng nhiều nhưng xương là chủ yếu . K ngon bằng mấy quán dê bên trương định mình ăn á . Bill tính 1tr . Nói chung dù gần nhà nhưng mình ko có ý định quay lại lần nữa : ) )
",Khách hàng nói gì về nơi để xe của quán?,Chỗ để xe trong wan lun nêm cũng yên tâm và rất rộng,foody
foody_2759,"Tối nay mới ghé ăn . Đây là quán ruột của mình , giá hơi mắc nhưng rất đáng tiền . Thích nhất mỳ ý đút lò phôi mai và khoai tây đút lò phô mai và bánh kem ở đây cực ngon . Không gian quán sang trọng nhân viên lịch sự , cuối tuần nên hơi đông 1 chút . chi nhánh Ở đây khách nước ngoài vô hơi bị nhiều ^ ^ . Có nước lọc free hết nhân viên lại rót thêm
",Giá cả của quán đối với cảm nhận của khách hàng ra sao?,giá hơi mắc nhưng rất đáng tiền,foody
foody_2030,"Về các món ở đây thì chỉ mới thử bún đậu , nem chua và chả cốm ! Tất cả đều ngon vừa vị ! Khác các quán khác mọi thứ đều nóng giòn .
Quán đang có chương trình Bún đậu + với nước khá ngon và rẻ chỉ 30k . Không biết kéo dài đến bao giờ !
Menu khá đa dạng với các món nướng trên ngói rất lạ . Sẽ ghé thử lần sau cùng với các món lẩu kim chi .
Nhân viên rất thân thiện , có điều hơi rụt rè ! ( Chắc mấy bạn mới làm ) !
Không gian thì khỏi phải bình luận giữa lòng TP lại có bụi tre to và bài trí dân dã khá dễ thương !
Sẽ quay lại cùng gia đình !
",Ưu điểm về đồ ăn của quán này so với các quán khác là gì?,mọi thứ đều nóng giòn,foody
foody_2240,"Tình cờ chạy ngang thấy quán dễ thương quá nên tấp vào . Thế là tự dưng phát hiện được một quán vừ ngon , rẻ mà lại cực kỳ dễ thương . Phong cách trang trí của quán rất tinh tế , góc nào cũng có thể chụp hình đẹp được nhé . Mấy bạn mà ra đây chụp hình thì sẽ mê ly cho coi . Mà kem ngon , trang trí đẹp , phục vụ nhiệt tình chu đáo . Mình ưng cái ấm trà hoa cúc phục vụ free ghê . Nói chung là rất thích . Nhất định sẽ rủ bạn bè ghé lại nữa .
",Thiết kế của quá như thế nào?,"Phong cách trang trí của quán rất tinh tế , góc nào cũng có thể chụp hình đẹp được nhé",foody
foody_2905,"Không gian quán khá thích . View đẹp . Đặc biệt là tầng 3 có chỗ ngồi bệt rất thoải mái . Các chỗ ngồi khác bố trí cách điệu ôm tường khá hợp lý và cũng tạo cảm giác thoải mái khi ngồi . Các bạn nhân viên thì chu đáo đón tiếp , dắt xe chào khách từ ngoài cổng . Tuy đồ uống không được ngon : Trà đào thì vị hơi ngọt quá và các miếng đào bị thái quá mỏng , ăn bị chán . Chanh tuyết thì uống bình thường , hơi thiếu vị sữa nên làm lộ rõ vị của vỏ chanh bên trong . Nhưng về cơ bản thì quán khá tốt , ngồi đây rất thích
",Chỗ ngồi của khách được bố trí như thế nào?,bố trí cách điệu ôm tường khá hợp lý và cũng tạo cảm giác thoải mái khi ngồi,foody
foody_1114,"Bánh gato làm theo phương thức truyền thống , 
chỉ có bánh , socola và kem sữa . 
Bánh chỉ làm theo order nên luôn tươi mới : x 
các bác làm bánh đều lớn tuổi rồi nên bánh làm rất cẩn thận . 
Vẽ hình theo yêu cầu và tự tay bác trai vẽ nhé . 
Nắn nót từng chút một luôn .
Vì bánh đặt nên phải đặt gọi trước khi lấy ít nhất là khoảng 5 tiếng , 
chứ nhà k có bánh bán sẵn đâu ạ . 
Bánh Phương Ly cũng k có cửa hàng cửa tiệm mà là nhà của 2 bác ở luôn và làm bánh .
Bánh vì làm trong ngày nên xốp , bông tơi luôn ăn thích lắm . 
Kem cũng là kem truyền thống nên ăn k hề ngấy . 
Chỉ có duy nhất kem và socola th : x 
ăn thơm , béo . 
Nhà mình cứ có việc là đặt bánh ở đây : x 
siêu thích siêu mê .
",Bánh gato ở quán được khách hàng đánh giá làm theo cách nào?,làm theo phương thức truyền thống,foody
foody_174,"- Vị cháo bình thường , thiệt sự là không giống cháo ếch Singapore tí nào , mình nghĩ giống ếch kho kiểu Việt Nam hơn . Ếch tuy tươi , nhưng ướp vị chưa thấm . Quán chỉ có duy nhất món cháo , hỏng có món khác .
- quán nhỏ xíu , ngồi chật chội . Mình thấy rất đông khách , thậm chí sẵn sàng đứng ngoài đường để đợi ăn ( chắc tại do giá rẻ : ) )
- thái độ nhân viên bình thường . Đc cái tính tiền siêu nhanh : )
",Hương vị của món cháo ếch như thế nào?,"bình thường , thiệt sự là không giống cháo ếch Singapore tí nào , mình nghĩ giống ếch kho kiểu Việt Nam hơn ",foody
foody_1729,"Không gian quán trang trí rất dễ thương , yên tĩnh , dù hơi nhỏ nhưng lại thấy rất thoải mái .
Nước ngon kinh khủng , mới đầu được mấy chị giới thiệu houjicha giờ nghiện luôn lại còn thêm toppingcream béo và thơm rất đặc biệt . Bánh crepe xoài ăn ngon bá cháy luôn .
Nói chung là bị ghiền chỗ này luôn rồi .
",Houjicha ở đây độc đáo như thế nào?,thêm toppingcream béo và thơm,foody
foody_1766,"Không phải lần đầu mình đi quán , lúc đó có thấy giảm 20% cho panna cotta nên mình đi ăn nhưng đến quán nhân viên bảo là hết ctrinh đó rồi nên k giảm . Đến lúc mình xem lại tin km thì ctrinh đó mới bắt đầu nên mình gặp quản lý để hỏi . Cách ứng xử rất chuyên nghiệp , anh xl mình ríu rít và trả lại khoản tiền giảm . Quán bán đồ Nhật mà nv lại cư xử tốt nên yên tâm mình sẽ lui tói thường xuyên . Về mặc panna cotta thì theo mình vẫn chưa ngon lắm nhưng sốt matcha rất ngon và cách trang trí đẹp , riêng matcha thì tuyệt vời rồi . Hy vọng quán sẽ bổ sung thêm nhiều món nữa
",Quán này làm đồ ăn theo phong cách nước nào?,Nhật,foody
foody_2886,"Mình với bạn , 2 người , mình dùng ốp la , bạn mình dùng hủ tiếu , hủ tiếu tạm được , còn ốp la thì tệ , trứng dính cả vào chảo , hành tây thì nồng , chưa chín đều , pate ngon
muỗng , dĩa thì bẩn , cầm nhớt cả tay
nhân viên thì mặt như sát thủ , mặt cương cương với khách thế nào ấy    
1 ốp la 2 trứng 50k , 1 hủ tiếu bò kho 30k , 2 ly trà đá 2k
tổng chi phí 82k
",Khách hàng có nhận xét gì về món ốp la ở đây?,"tệ , trứng dính cả vào chảo , hành tây thì nồng , chưa chín đều , pate ngon",foody
foody_2068,"Sáng nay vừa order 1 bánh trứng muối Size 20 và 10 cái cupcake , cảm nhận nhận của mình là bánh mềm mịn , khi ăn vào bánh rất xốp không có cảm giác bị khô , không giống bông lan trứng muối loại hay bán 30k-40k / 1bich ( 10c ) trên mạng . Trứng muối to và béo lắm , có vị phômai hòa vào trong bánh thơm không chịu được ( ^   ^ ) . bánh Size vừa ăn do mình không thích ngọt lắm nên cảm thấy vậy , còn Cupcake thì có độ ngọt nhiều hơn tý xíu ... ... ... . . thôi nghỉ tay ăn đây chứ không là tý chỉ còn cái hộp thôi hiihihihih .
",Trứng trong bánh trứng muối như thế nào?,to và béo lắm,foody
foody_727,"Đợt đó ăn đúng dịp LT khuyến mãi order 1 trong 4 món thì dc tặng 1 nước .
Mình gọi 1 cơm cá , 1 spaghetti gà sốt tỏi   chỉ có 40k thế là dc tặng ngay 1 nước vải và đào ,
Chỉ cần check in là dc tặng nước nên thích lắm
Đồ ăn ở LT thì làm ngon , đậm đà hợp khẩu vị mình rồi
Nước ngon nhất là vải
Nói chung bữa ăn rất chi là ngon bổ rẻ
",Khuyến mãi lúc khách hàng đi ăn là gì?,order 1 trong 4 món thì dc tặng 1 nước,foody
foody_1834,"Là một fan mê trà xanh khi thấy quán được mấy bạn giới thiệu thì tới check thử liền . Phải nói đồ ăn ở đây rất ngon . Vị ngọt vừa , k gây ngán , khung cảnh thì quán hơi nhỏ . Cực kì thích kem trà xanh k ngọt gắt mà béo béo , nói chung là đã . . Sẽ ghé quán dài dài . Thấy mấy cái toast bàn kế ăn nhìn cũng hoành tráng ngang ngửa ở Shibuya lun nèn k dám kêu : ) sợ ăn k nổi . Nhưng lần sau sẽ để bụng rỗng để thử toast của quán . Giá cả để thưởng thức trà xanh chính hiệu như vậy thì quá tốt rồi .
",Thức ăn ở đây nhìn chung có hương vị thế nào?," rất ngon . Vị ngọt vừa , k gây ngán",foody
foody_2209,"Rainbow Maki , nhân là cá và quả bơ , nhiều vị hoà quyện rất ngon , 120k set 6 miếng . Set sushi 168k gồm 10 miếng , 1 cốc đậu phụ nóng có tôm và hạt sen ăn giống caramen lắm , 1 bát súp miso . Avocado salad 75k , rau diếp hơi đắng chút . Anw giá ở đây cao hơn Sio , hôm nào thèm sushi ngon mà bị nghèo thì ăn Sio , còn muốn ăn ngon ơi là ngon , cửa hàng sạch sẽ lịch sự sang chảnh thì đến Kei : ) )
",Một set Rainbow Maki có giá bao nhiêu?,120k,foody
foody_1772,"Nhân viên phục vụ ok , gửi xe free
Món ăn quá tệ k mang hương vị của Hàn , chỉ được cái bắt mắc ...
- Thịt 3 chỉ nướng kĩ , quá mềm , ít dai
- Lẩu kim chi cực chua , vị khó nuốt
- Cơm dẻo , ngọt , ngon
- Kim chi chua vs ngấy
- Nước chấm mặn vs không muốn chấm luôn
Nước uống bình thường ...
Ăn 1 nửa đã bỏ vì k thể nuốt thêm ...
Sẽ không mong ghé lại 😠 😖
",Giá giữ xe ở đây là bao nhiêu?,free,foody
foody_1555,"Biết là đông nên mình đặt bàn trước . Nhưng vẫn bị tình trạng đổi chỗ tới lui do quá đông . Nhân viên ko cho đặt 2 dãy ghế để ngồi đối diện nhau . Dẫn dến tình trạng 1 bên ngồi 1 bên đứng . Đồ ăn giá cao . Nhân viên cug ko vui vẻ . Được cái tổ chức chương trình khá tốt . Có dancer , dj và ca sỹ nổi tiếng . Nói chung vui chơi cũng tạm ổn
",Bàn ghế ở đây có gì không hợp lý?, Nhân viên ko cho đặt 2 dãy ghế để ngồi đối diện nhau . Dẫn dến tình trạng 1 bên ngồi 1 bên đứng,foody
foody_66,"Hqa ghé ăn thử , từ lúc zô bàn tới lúc mình bực tức đi về thì nv coi mình như vô hình ... zô ngồi mặc dù nv đông nhưng ngồi 1 hơi ko ai thèm ngó ngàng , mình phải tự đi kiếm menu lấy , ròi gọi hết ng này tới ng kia "" để đc order "" mà ai cũng nhìn 1 cái ròi qua mất hút trong quầy ... . giống như mình đi xin ăn ko trả tiền vại , điên quá đứng dậy bỏ về ko ăn nữa , đâu phải mình chỗ này bán sushi thôi đâu
",Cách phục vụ của nhân viên quán như thế nào?,nv đông nhưng ngồi 1 hơi ko ai thèm ngó ngàng,foody
foody_2822,"Mình và người yêu tung tăng dạo phố và kím 1 quán coffe để dừng chân , và thế là tấp đại vào quán .
Quán nhìn tổng quát toàn khách nam , mình vô mà cứ nhìn nhìn như quái vật , không thoải mái tí nào .
Menu vài món cà fê lác đác thấy thương , đành gọi 1 ly cafe sữa tươi và cafe sữa .
Chất lượng thì ngược với cái giới thiệu ở cái tờ menu , 2 ly cafe mình gọi nhạt nhách , mình nghĩ cafe pha chục nước rồi , loãng , không có vị cafe . Tệ , thật sự rất tệ .
Gọi tính tiền thì nhân viên lơ đễnh , 36k 2 ly , đối với mình quá phí cho chất lượng .
Có ai dẫn đi lần nữa chắc cũng không muốn vô , menu thì ít , mà cafe lại không ra cafe . Cạch !
",Giá của 2 ly cà phê là bao nhiêu?,36k,foody
foody_3122,"Mình vs bạn đến 3 lần , lần đầu là lúc được foody quảng cáo , quá đông không ăn được , lần hai đến thì quán chưa mở cửa , đến lần thứ ba mới ăn được . Lúc gọi món thì đem món ra khá nhanh , mình gọi 2 ly kem bơ , lúc nv đem 2 ly kem đặt xuống bàn thì mình vs bạn mình sững sờ , ít hơn chữ ít . Bơ đặc xay vs sữa và ít đá nên béo và dẻo nhưng bị cái là không có lạnh nên không ngon , kem thì bỏ kem dừa của vinamilk lên rồi cho thêm mấy cọng dừa nạo thì thành kem bơ , bị cái , kem nhạt bơ cũng nhạt , béo thì có béo nhưng mình thấy không có gì đặc biệt . Vậy mà giá cho 30k ... . . 2 đứa ăn bay mất 60k mà thấy không hề đáng . Ăn cho biết chứ không bao giờ quay lại nữa .
",Khách hàng chờ bao lâu để được phục vụ món?,khá nhanh,foody
foody_1910,"Ngon , bổ , rẻ , thiên nhiên !
giá cả thì rẻ , món ăn rất là ok , ốc hương xào sả ( ốc thiên nhiên nhé ) , chíp chíp thì to ơi là to , còn cá mú sashimi nữa ... đúng là quán Biển Mặn nên toàn là đồ Biển , ko phải đồ nuôi như những quán khác ! Mình rất vui khi giới thiệu khách đến quán bạn ! Thanks một buổi tối tuyệt vời ! Mình sẽ ghé lại quán bạn !
",Ốc ở đây có nguồn gốc từ đâu?,Biển,foody
foody_1624,"Order 1 ổ bánh trunh cho 2 chị e ăn , bánh to và dày chà bá lửa 😂 ăn 2 đứa no nê luôn còn chừng này , bánh pải nói là ngon rất ngon , trứng mềm ko tanh , bông lan mịn xốp
Có cái chị e mình ko ăn đc chà bông nên kêu chị chủ bỏ thêm phomai hehe . . tiệm này chiều khách pải biết . . yêu thế . . ủng hộ quài luôn : *
",Một phần bánh trung thu của quán có thể đáp ứng cho mấy người ăn cùng?,2,foody
foody_1312,"Phục vụ quá tệ , thái độ nv khó chịu . đồ uống bt . lúc gọi mì nv hỏi c ăn mì ốp la hay chín . m gọi mì ốp la thì đập nguyên quả ttrứng sống vào mà nước cũng chẳng đủ nóng trứng còn nguyên cả lòng trắng   . con bạn gọi trứng chín thì cũng đưa y như tô của m lên lúc thắc thì kêu "" c thông cảm nhà bếp quên "" . quên cái bép ý bực mình . thằng nhóc đi cùng gọi viên chiên với khoai tây chiên . viên chiên ăn như sống . khoai tây chiên ăn thì   sượng sượng . tóm lại chả ra cái thể loại gì
",Bạn có nhận xét gì về chất lượng phục vụ của quán?,quá tệ,foody
foody_281,"Xem clip trên fb thấy quảng cáo hấp dẫn nên mới đi ăn thử . Thực sự thỳ quá thất vọng . Trái cây ko đc như trong clip chỷ toàn là những trái cây rẻ tiền như mít , nhãn , thanh long , ... Ko có đc 1 miếng kiwi hay dâu nữa . Trái cây thỳ ko đc tươi cho lắm ( có phần dập , nát ) . Ăn xong về bị đau bụng nữa chứ . 2 đứa đi ăn đều bị 😭 😭 😭 . Chia tay luôn . Đối vs trái cây như vậy mà giá 25k thỳ hơi bị mắc
",Khách hàng biết đến món ăn từ đâu?,Xem clip trên fb,foody
foody_204,"Nhìn thì ngon vậy thôi chứ thực ra là thua xa Hội An cả mấy dãy phố .
Cơm gà ở Hà Nội vị cơm không béo , gạo cũng chỉ là gạo loại 2 chứ không ngon . Thịt gà thì nhạt , k thơm . Nộm cũng rất nhạt , nó cứ kiểu k đi vào với nhau được ý
Một nhược điểm là không có chỗ gửi xe , đi ăn thì sẽ phải đợi vì quán khá nhỏ và chỉ bán buổi trưa
65k / suất cơm như vậy là đắt , không đáng tiền . Cũng là cơm rang gà thì ăn cơm rang gà quay ngon và đầy đặn hơn rất là nhiều mà lại ko chờ đợi để xếp bàn
",Theo khách hàng nhược điểm của quán là gì?,không có chỗ gửi xe,foody
foody_3079,"Hôm nay trời nóng quá muốn ăn cái gì đó nhẹ nhàng và mát mát , như mọi khi lên foody . vn check trước khi đi , tìm được quán Ichi Sushi Nhật này , đã từng đến một lần rồi và lần này đến tiếp , đúng là Sushi chất lượng thật , ngoài ra còn có nước uống mới ngon làm sao . Nhớ đặt bàn quan tablenow . vn được giảm giá 10% và được đón tiếp chu đáo hơn nhé các bro .
",Khách hàng có xu hướng muốn ăn món gì vào những lúc trời nắng nóng?,nhẹ nhàng và mát mát,foody
foody_740,"Đang lên cơn thèm ăn đồ ngọt như bánh Flan . Trên đường đi ngang qua Trần Bình Trọng thấy quán đông ơi là đông . Thấy toàn sv đh Sài Gòn . Quán nhỏ nhưng thoáng vì có rất nhiều quạt máy . Lúc đầu nv đem ra cho mình 2 cái chén 😂 cứ tưởng mình gọi gì ai ngờ là chén để dùng uống trà = ) ) ) ) quán dùng bàn tre nhìn đơn giản . Bánh Flan truyền thống ngon , các vị còn lại hơi cứng nó giống đông sương hơn > < nói chung thì OK : 3 phần 20k / 3 bánh mà quá trời topping thạch
",Quán phục vụ chén để làm gì?,uống trà,foody
foody_785,"Đến với menu bạn sẽ thấy giá cả hơi mắc thì phải nhưng khi thưởng thức được món ăn ở đây mình thấy hoàn toàn đồng ý . 
Nước sốt được làm rất ngon , thịt bò mềm , nếu thêm tiêu vào kúc món ăn vừa được mang ra sẽ ngửi thất mùi rất thơm , thịt cũng thơm hơn . 
Phục vụ cũng rất tận tình và dễ thương . 
Có dịp mình sẽ ghé dây ăn món gà cari
",Khách hàng nhận xét giá cả ở quán như thế nào so với thị trường?,hơi mắc,foody
foody_1263,"Chắc tại quán mới được review nên khá đông , phục vụ chậm kinh khủng ... Mình gọi 1 tô trái cây với 1 nước ép dưa hấu , đợi 45 phút , mấy lần gọi phục vụ ể nhắc nhưng lần nào cũng tỏ thái độ dửng dưng ( như không cần khách vậy đó ) . 45 phút sau , mình nhắc lại 1 lần nữa thì thấy bảo "" trái cây tô thì phải đợi khá lâu ( 45 ph rồi đó mà còn phải đợi nữa : ( ( ) , nước ép dưa hấu thì có liền ( vậy sao phải đợi 45ph ) , Mình đợi thêm xíu nữa vẫn thấy ko động tĩnh gì , mình về luôn . Nhưng phải đợi 15 ph mà vẫn chưa lấy xe cho mình . Mình sợ chỗ này luôn : ( ( (
P / s : không ăn dc gì nên hok có hình : ( (
",Bạn thấy vì sao quán đang khá đông?,mới được review,foody
foody_1221,"Tối ngày 27 có ăn xôi ở đây ! ! Mình là người Hn nên đánh giá có vẻ khắt khe hơn nhưng điểm trừ là xôi bị nguội ( ở hà nội xôi xéo bị nguội thì mất vị ngon đến 30% rồi vì bị cứng ) đỗ cũng bị cứng ? Lạp xưởng thì chiên từng miếng nên nó cũng cứng : ( gà xào nấm thì có miếng hơi bị mặn ! ! Quán nên rút kinh nghiệm làm xôi cho thật nóng như thế sẽ dẻo hơn ! !
",Lần gần nhất bạn tới quán là lúc nào?,Tối ngày 27,foody
foody_1583,"Đi bộ lang thang thấy quán đông nên ghé , bún ăn cũng được , thịt nướng hơi cháy , nhiều rau nhiều bún nhiều thịt 35k/phần ăn no .
Chị chủ quán mặt hơi dữ lúc tính tiền hỏi mình có uống trà đá ko , mình bảo ko thế là chị ta liếc trên bàn có ly trà uống dở ( của khách trước ) Mình biết ý lấy chai nước suối mang theo ra lắc lắc thế là chị lườm luôn cho phát nữa sợ quá mình đi luôn lần sau có cho tiền chắc cũng ko dám quay lại : ) ) )
",Điêu gì khiến khách hàng quyết định vào quán?,thấy quán đông,foody
foody_749,"Mình đến đây ăn một lần với mấy bạn Singapore gốc Ấn , hỏi thử mấy bạn xem thức ăn ở đây thế nào thì nhận được câu trả lời là "" Hơi khó ăn "" .
Mặc dù là thức ăn cho người Ấn , nhưng mình có cảm tưởng nó giống như làm cho người Việt ăn vậy , thức ăn bình thường , mùi vị khá khác với món Ấn chuẩn .
Bực nhất là nhân viên phục vụ , thái độ không thân thiện , nói chuyện nhiều .
Nhìn chung là không tương xứng với món tiền mình bỏ ra , nhà hàng giống như kiểu một quán ăn bình dân cho người nước ngoài vậy .
",Những vị khách đến từ Singapore nhận xét về thức ăn ở nhà hàng như thế nào?,Hơi khó ăn,foody
foody_44,"Bánh canh ghẹ ở đây ăn khá ngon , giá hơi đăt nhưng khá phù hợp với chất lượng vì hải sản đắt mà . Bát rất nhiều ghẹ , mình ăn một bát sáu mươi nghìn đồng , bánh canh to và trong , nước dùng ngọt tự nhiên , không phải lợ lợ đậm đặc mì chính , nước uống giá cả phải chăng , chỗ ngồi hợp lí , rộng rãi , mát mẻ , có điều hoà , có điều bàn ngồi ghế hơi thấp , chắc tại mình cao . Phục vụ thân thiện nhanh nhẹn , chỗ nấu bếp sạch sẽ . Chắc chắn mình sẽ quay lại lần nữa .
",Khách hàng đánh giá món bánh canh ghẹ ở quán như thế nào?,"Bát rất nhiều ghẹ , mình ăn một bát sáu mươi nghìn đồng , bánh canh to và trong , nước dùng ngọt tự nhiên , không phải lợ lợ đậm đặc mì chính",foody
foody_577,"Quán này mỗi lần hẹn đám bạn , uống no say mà không hề lo hết tiền kaka . Giá ở đây rất sinh viên , chỉ tầm 30 ~ 40k/người , một phần nước và món ăn vặt   ( mà nhóm 4 ng trở lên mới order dc nhiều đồ , chia ra ko nhiều tiền ) . Thức uống chất lượng , trà sữa pha chế thì ngon khỏi chê . Bữa   đi buổi trưa nóng chảy mỡ có uống thử nha   đam chanh , biết là như nước chanh bỏ nha   đam vô thôi ko gì lạ nhưng cái mình thích là quán không bỏ quá nhiều   đá làm mất   đi vị cốt chanh , không quá chua , nha   đam nhiều giòn gion . Mình bình chọn món giải nhiệt của tuần luôn ^ ^
",Khách hàng cảm thấy thích đồ uống của quán ở điểm nào?,không bỏ quá nhiều   đá,foody
foody_1317,"Nghe khen cũng khá nhiều nên hôm qua mình và bạn có ghé ăn thử . Đúng thật là ngon , tô lớn cũng to hơn hẳn so với các nơi khác , nhìn tá hoả luôn : ) ) Ớt sa tế ngon thiệt , mì cũng ngon , nước dùng ngon , hoành thánh cũng ngon luôn : 3 Có bàn ghế ngồi đàng hoàng lịch sự lắm ! Nói chung là tầm 30-40k 1 tô ăn không uổng tiền chút nào ! Tiếc là 2 đứa đói quá vừa tới là nhào vô ăn luôn quên chụp hình ... À , xe mì ngay đầu cái hẻm cũng to nên dễ kiếm , ăn mì xong vẫn chưa no lắm thì đi bộ vài bước ra hồ con rùa ăn vặt cũng tuyệt cú mèo ! Vị trí thuận lợi quá xá !
",Vì sao khách hàng quyết định ghé quán ăn thử?,Nghe khen cũng khá nhiều,foody
foody_1687,"Mình đi 1 nhóm 4 đứa , thì nói chung chỉ có cafe pasley là mình thấy ngon nhất thôi , ban đầu uống có vị đắng đắng ngọt ngọt , 1 lát sau uống vị nó nhạt lắm , không ngon như ban đầu , nên nói chung uống nhanh thì được , chứ nhâm nhi lê lết nói chuyện uống vào mất ngon , còn ly socola với trà đào thì bạn mình nói ngọt quá , còn cappuchino thì nhạt nên phải xin thêm đường , nói chung chỉ thấy pasley ngon nên uống cho biết chứ 1 ly cũng nhỏ xíu , kêu double rồi , 50k mà ly có nhiêu đó
",Nên uống café pasley ở đây như thế nào cho ngon?,uống nhanh,foody
foody_2022,"Ui , ăn ở đây đúng là ám mùi kinh luôn í . Phần thập cẩm 65k hơi mắc , đc cái miếng bò cũng kh quá nhỏ , kh có nước sốt gì ăn kèm nên hơi thiếu thiếu thì phải ?
Rau kh ngon bằng bên Bò Cao Nguyên , hơi ít rau , mà dĩa rau cũng kh có dưa leo kèm theo đâu , chỉ mỗi rau thôi !
Khoai tây chiên ở đây cũng khá ok đó . Bò lúc lắc ăn hai lần đều bị mặn . Bánh mì khá giòn .
Nói chung vui thì quay lại thôi , cũng kh đến nổi
",Món thập cẩm nên bổ sung thêm gì?,nước sốt gì ăn kèm,foody
foody_656,"Phải nói là chưa bao giờ ăn bún bò dở như vậy , nước lèo dở , thịt heo & bò bắp hôi giống như đồ cũ để đông lạnh , rất dở . NV lhujc vụ kém chỉ lo xem TV , bưng có tô Bún mà tay run run . Điểm duy nhất của quán là nằm ở vị trí đẹp ngay hồ con rùa , nhưng đối với mình chất lượng thức ăn mới là điều quan trọng .
",Đánh giá của khách hàng về phần bún ra sao?,"nước lèo dở , thịt heo & bò bắp hôi",foody
