idx,question,answer,context
medicine_4695,Làm thế nào để bảo quản những phần dược liệu đã qua khâu chế biến của cây Hoa hiên?,"Những phần dược liệu đã qua khâu chế biến của cây Hoa hiên nên được bảo quản trong bọc kín, cất trữ nơi thoáng mát, nhiệt độ phòng, tránh tiếp xúc trực tiếp với ánh nắng mặt trời. Không nên để có mối mọt, sâu bọ.","Theo nhiều tài liệu nghiên cứu, cả rễ, hoa, lá của cây đều có giá trị dược liệu cao: - Phần lá thường được dùng ở dạng tươi. Có thể được thu hái vào bất cứ mùa nào trong năm.
- Hoa có thể đem phơi hay sấy nhẹ cho đến khi khô để dùng. Hái vào mùa hạ hay đầu thu, lúc mới chớm nở.
- Rễ có thể dùng tươi hay phơi khô, được thu hái vào mùa thu. Bảo quản những phần dược liệu đã qua khâu chế biến trong bọc kín, cất trữ nơi thoáng mát, nhiệt độ phòng, tránh tiếp xúc trực tiếp với ánh nắng mặt trời. Không nên để có mối mọt, sâu bọ."
medicine_6368,"Kê nội kim có tác dụng gì trong bài thuốc trị chứng cam tích, bụng đầy, ăn ít?","Kê nội kim có tác dụng hỗ trợ tiêu hoá, giảm chứng cam tích, bụng đầy, ăn ít.","Kê nội kim sao 60 g, tán bột, mỗi lần uống 4 – 6 g, ngày 2 lần với nước cơm hoặc nước sôi ấm. Hoặc Kê nội kim 12 g, Chích miết giáp 30 g, Sơn giáp 6 g đều tán bột trộn đều. Mỗi lần 1,5 –3 g. Ngày uống 1 lần. *Cam tích là một tình trạng của suy dinh dưỡng với các biểu hiện: biếng ăn, bỏ ăn, nhẹ cân, hay quấy khóc, ngủ không sâu, tiêu phân sống…"
medicine_4288,Dầu hạt cải chứa bao nhiêu lượng axit béo bão hòa?,"Dầu hạt cải thường chỉ chứa ít hơn 7% axit béo bão hòa, đáp ứng được lượng khuyến nghị nạp vào cơ thể.","Đầu tiên, chất béo bão hòa cần thiết cho cơ thể. Chúng làm tăng mức lipid trong máu. Tuy nhiên, chất béo này có thể được tổng hợp tự nhiên bởi cơ thể con người. Do đó, bổ sung thêm là không cần thiết. Hoặc ít nhất nên được giữ ở mức thấp nhất (<10% tổng lượng calo). May mắn thay, dầu hạt cải chứa ít hơn 7% lượng axit béo bão hòa, đáp ứng lượng khuyến nghị. Axit béo không bão hòa có thể ảnh hưởng tích cực đến lipid máu của con người so với bão hòa. Do đó, cần bổ sung chúng đúng cách.6"
medicine_7867,Một dược là cây đặc thù phát triển ở đâu?,Một dược là cây đặc thù phát triển chủ yếu ở châu Phi và Tây Á.,"Phân bố cây ở vùng nhiệt đới, phát triển đặc thù tại châu Phi và Tây Á. Trên thế giới chủ yếu tập trung ở: vùng ven biển Đỏ và bán đảo Ả Rập từ vĩ tuyến Bắc 22° đến phía nam bờ biển Somalia. Trở thành cây sản xuất nhiều ở vùng Somalia, Ethiopia."
medicine_8642,Nấm lim xanh được bảo quản như thế nào sau khi tán nhuyễn thành bột?,Được bảo quản trong hộp kín.,"Bên cạnh việc sắc nước uống, bạn cũng có thể dùng nấm này để pha trà bằng cách sau: - Thái nấm khô thành từng lát mỏng, sau đó tán nhuyễn thành bột, bảo quản trong hộp kín.
- Khi dùng, pha bột nấm với nước nóng.
- Sau khoảng 5 phút, chắt lọc lấy phần nước trà để uống."
medicine_5395,Bộ phận nào của cây húng quế được sử dụng phổ biến nhất làm dược liệu và gia vị?,"Toàn cây húng quế được sử dụng làm dược liệu và gia vị, trong đó lá và ngọn có hoa là được dùng phổ biến nhất.","Tùy theo nhu cầu sử dụng mà có thể sử dụng các bộ phận khác nhau của Húng quế: - Làm dược liệu trong điều trị bệnh, gia vị: Toàn cây, trong đó lá và ngọn có hoa là được dùng phổ biến nhất.
- Chưng cất tinh dầu, người ta hái toàn cây, cất tươi hay để héo mới cất.
- Thức uống giải nhiệt: Hạt é (thực chất là quả của cây) Thu hoạch: Vị thuốc có thể được thu hái quanh năm, nhưng thời gian thích hợp nhất là mùa hè thu. Đem vị thuốc rửa sạch và phơi khô, sau khi hái về để sử dụng. Bảo quản: Dược liệu nên được cất trữ nơi thoáng mát, nhiệt độ phòng, tránh tiếp xúc trực tiếp với ánh nắng mặt trời. Sau khi dùng xong, cần che kín bao bì sau mỗi lần sử dụng."
medicine_10656,"Ngoài xenluloza, Thành phần hóa học nào có hàm lượng cao nhất trong cây Thài Lài trắng?","Thành phần hóa học có hàm lượng cao nhất là chất không có nito, với hàm lượng lên đến 59.75%.","Phân tích cây này ở Việt Nam, Aufray mới thấy có chất có nito 7.8%, chất không có nito 59.75%, chất béo 0.90%, xenluloza 20.15%, tro 12.80%. Có tác giả tìm thấy trong cỏ này một glucozit gọi là dolphin và chất awobanin. Theo Diệp Quyết Tuyền thì trong cây có chất nhầy và tinh bột."
medicine_13647,Đại táo có nguồn gốc từ đâu?,"Hiện tại, Đại táo mới chỉ di thực về miền tây bắc nước ta. Chủ yếu vẫn ở Cát Lâm, Tân Cương, Quảng Đông, Quảng Tây, Cam Túc và một số nơi khác tại Trung Quốc.","Quả có hình bầu dục hoặc gần trụ, có chiều dài khoảng 2 đến 3,5 cm và đường kính khoảng 1,5 đến 2,5 cm. Bề mặt sáng bóng, nhiều nếp nhăn không đều. Hiện tại, đại táo chỉ mới di thực về miền tây bắc nước ta. Chủ yếu vẫn ở Cát Lâm, Tân Cương, Quảng Đông, Quảng Tây, Cam Túc và một số nơi khác tại Trung Quốc."
medicine_8082,Ngô thù du có tính chất gì?,"Ngô thù du có tính quá cay, nóng.","Do tính quá cay, nóng nên không nên dùng quá nhiều dược liệu này một lần. Bài viết trên đây hi vọng đã cung cấp cho bạn đọc thêm những kiến thức về một loại dược liệu mới: Ngô thù du. Nhưng nếu có bệnh trong người, các bạn nên có sự thăm khám và tư vấn từ thầy thuốc. Tránh việc tự ý sử dụng thuốc để đưa đến những hậu quả không mong muốn. YouMed luôn sẵn sàng hỗ trợ"
medicine_5013,"Năm 2009, các nhà khoa học đã phân lập được những hợp chất nào từ thân rễ Hoàng tinh đã qua chế biến?","Năm 2009, các nhà khoa học đã phân lập được hai saponin spirostanol mới, được đặt tên là kingianoside H và kingianoside I, từ thân rễ Hoàng tinh đã qua chế biến.","Một nghiên cứu được công bố năm 2003 báo cáo đã phân lập được 13 hợp chất trong rễ cây. Trong đó có 9 hợp chất được xác định là liquiritigenin, isoliquiritigenin, 4 ‘, 7-dihydroxy-3′-methoxyisoflavone, (6aR, 11aR) -10-hydroxy-3, 9-dimethoxypterocarpan, 5-hydroxymethyl- 2-furancarboxaldehyde, axit salicylic, n-butyl-beta-D-fructopyranoside, n-butyl-beta-D-fructofuranoside, n-butyl-alpha-D-fructofuranoside. Năm 2009, hai saponin spirostanol mới, được đặt tên là kingianoside H và kingianoside I, được phân lập từ thân rễ đã qua chế biến, cùng với một triterpenoid saponin ginsenoside-Rc, bốn saponin spirostanol đã biết, polygonatoside C và ophiopogonin C’."
medicine_9550,Các nghiên cứu Trung Quốc đã cho thấy chiết xuất nào của riềng có tính kháng khuẩn cao?,Chiết xuất ethanol của riềng có tính kháng khuẩn cao.,"Trong nhiều nghiên cứu Trung Quốc đã cho thấy chiết xuất ethanol của riềng có tính kháng khuẩn cao. Riềng cũng cho thấy tác dụng ức chế sự tăng sinh của các chủng vi khuẩn gram dương như S. aureus, α-Hemolytic streptococcus, β-Hemolytic streptococcus và Streptococcus pneumoniae."
medicine_11003,Cách chế biến thảo quyết minh như thế nào?,"Quả thảo quyết minh chín được hái về, phơi khô, đập lấy hạt, lại phơi nữa cho thật khô. Khi dùng, sao nhỏ lửa cho đến khi có mùi thơm. Tùy theo yêu cầu điều trị, có thể sao vàng hoặc sao cháy.","Việt Nam có nguồn thảo quyết minh khá dồi dào. Ở các vùng đồi núi thấp và trung du mỗi năm thu được hàng trăm tấn hạt khô, thỏa mãn nhu cầu trong nước và xuất khẩu. Vào khoảng tháng 9 – 11, quả chín hái về, phơi khô, đập lấy hạt, lại phơi nữa cho thật khô. Khi dùng, sao nhỏ lửa cho đến khi có mùi thơm. Tùy theo yêu cầu điều trị, có thể sao vàng hoặc sao cháy."
medicine_6668,Cách dùng lá khôi phổ biến nhất là gì?,Cách sử dụng lá khôi phổ biến nhất là sắc lấy nước thuốc uống.,"Ngày dùng 40 – 80g. Có thể dùng độc vị hoặc phối hợp với các vị thuốc khác, dùng sắc uống hoặc dùng ngoài."
medicine_3446,Cỏ sữa lá nhỏ tên khoa học là gì?,"Cỏ sữa lá nhỏ tên khoa học Euphorbia thymifolia L., cùng họ Thầu dầu Euphorbiaceae.","- Ở nước ta có hai loại cỏ sữa: cỏ sữa lá nhỏ và cỏ sữa lá lớn.
- Cỏ sữa lá nhỏ tên khoa học Euphorbia thymifolia L., cùng họ Thầu dầu Euphorbiaceae
- Cỏ sữa lá lớn, cỏ sữa lông hay phi dương thảo. Tên khoa học Euphorbia hirta L., họ Thầu dầu Euphorbiaceae"
medicine_3508,"Theo y học cổ truyền, người có thể trạng nào không nên dùng cỏ tháp bút?","Người có âm hư, hỏa vượng, không có phong hàn không nên dùng cỏ tháp bút.","Người có âm hư, hỏa vượng, không có phong hàn không nên dùng."
medicine_12759,Vỏ bưởi có tính chất gì?,Vỏ bưởi có tính chất sát khuẩn tốt.,"Tinh dầu của vỏ có tính chất sát khuẩn tốt. Xoa tinh dầu vỏ bưởi lên chân tóc mỗi ngày giúp ngăn ngừa nấm, gàu, giúp tóc chắc khỏe. Gội đầu mỗi ngày với nước luộc của nó còn giúp tóc nhanh dài hơn."
medicine_917,Những thành phần hóa học chính có trong Bạch thược là gì?,"Các thành phần hóa học chính trong Bạch thược bao gồm Benzoylpaeoniflorin, Oxypaeoniflorin, Albiflorin Paeoniflorin, 6′-O-Galloyl paeoniflorin (GPF), Paeonolide, Benzoyloxypeoniflorin, Paeoniflorigenone.","Trong Bạch thược có Benzoylpaeoniflorin, Oxypaeoniflorin, Albiflorin Paeoniflorin, 6′-O-Galloyl paeoniflorin (GPF), Paeonolide, Benzoyloxypeoniflorin, Paeoniflorigenone,.. Và còn có tinh bột, tanin, calcium oxalat, một ít tinh dầu, acid benzoic, nhựa và chất béo, chất nhầy."
medicine_12659,Bộ Y tế Việt Nam có khuyến cáo gì khi dùng vòi voi chữa bệnh?,"Cần thận trọng khi dùng vòi voi chữa bệnh, mặc dù chỉ dùng ngoài để đắp theo kinh nghiệm cổ truyền cho các trường hợp tụ huyết bầm tím do chấn thương, viêm tấy áp-xe, sưng vù, sưng khớp, đinh nhọt giai đoạn chưa có mủ. Khi có kết quả nên ngừng ngay. Chú ý không dùng cho người già yếu.","Một số loài vòi voi có tên khoa học H.lariocarpum Fish et Mey chứa chất ancaloid có nhân pyrolizidinn rất độc đối với gan và gây hủy hoại tổ chức gan, đau bụng tiêu chảy, xuất huyết lan tỏa và có thể gây ung thư. Độc tính thường khó phát hiện vì không có phản ứng ngay khi dùng, mà xuất hiện một cách âm ỉ, kéo dài. Vì vậy, Tổ chức Y tế thế giới (WHO) khuyến cáo không nên dùng vòi voi làm thuốc. Ở Việt Nam, Bộ Y tế (1985) cũng đã có khuyến cáo cần thận trọng khi dùng vòi voi chữa bệnh, mặc dù chỉ dùng ngoài để đắp theo kinh nghiệm cổ truyền cho các trường hợp tụ huyết bầm tím do chấn thương, viêm tấy áp-xe, sưng vù, sưng khớp, đinh nhọt giai đoạn chưa có mủ. Khi có kết quả nên ngừng ngay. Chú ý không dùng cho người già yếu. Tốt nhất người bệnh không nên tự ý sử dụng bài thuốc có vòi voi tại nhà trước khi được chỉ định từ các thầy thuốc có chuyên môn Y học cổ truyền. Vòi voi là một cây cỏ hoang thường gặp. Theo kinh nghiệm dân gian, nó được dùng để điều trị đau xương khớp, các bệnh lý ngoài da, vết thương phần mềm. Các nghiên cứu gần đây phần nào chứng minh những tác dụng này. Tuy nhiên, cây thuốc này có thể gây độc trên gan, cũng như gây sảy thai, vì vậy không nên tự ý uống để tránh tác dụng không mong muốn."
medicine_336,Bán chi liên có chứa các hoạt chất nào?,"Bán chi liên chứa các hoạt chất Phenol, Tanin, Alkaloid và đặc biệt là sự có mặt của Flavonoid.","Một số nghiên cứu đã cho thấy: - Trong Bán chi liên có các hoạt chất Phenol, Tanin, Alkaloid và đặc biệt là sự có mặt của Flavonoid. Các hoạt chất này có tác dụng ngăn ngừa quá trình oxy hóa và giúp hóa lỏng những tế bào gây hại. Ngoài ra, chúng còn có tác dụng hỗ trợ giảm đau, tăng cường sức đề kháng cho cơ thể. Từ đó, chúng giúp phòng ngừa và hỗ trợ điều trị ung thư hiệu quả, giúp bệnh nhân chống chọi với bệnh tật.
- Thực nghiệm sàng lọc cho thấy, dược liệu có tác dụng ức chế nhẹ đối với tế bào máu ung thư.
- Bán chi liên chứa hợp chất Scutellarein có tác dụng ức chế hoạt động của Protein kinase C trong não chuột bạch.
- Bán chi liên có thể ức chế Staphyloccocus aureus Rosenbach, trực khuẩn lỵ Shigella flexneri, trực khuẩn thương hàn, trực khuẩn đại tràng, trực khuẩn gây mủ xanh, trực khuẩn biến hình, Staphylococcus albus, Neisseria catarrhal, trực khuẩn gây viêm ruột.
- Dược liệu còn có tác dụng lợi niệu, hạ áp."
medicine_12268,"Ngoài Việt Nam, Tầm gửi còn được sử dụng trong y học cổ truyền của quốc gia nào?","Ngoài Việt Nam, Tầm gửi còn được sử dụng trong y học cổ truyền ở Quảng Tây (Trung Quốc).","Thường dùng trị phong thấp tê bại, lưng gối mỏi đau, gân xương nhức mỏi, thai động không yên, đau bụng, huyết áp cao. Liều dùng 12-20g sắc uống. Ở Quảng Tây (Trung Quốc), toàn cây dùng trị phế nhiệt sinh ho, phong thấp tê đau; thân, lá dùng trị đòn ngã tổn thương."
medicine_306,Cấu tạo của Bán biên liên có tác dụng lợi tiểu như thế nào trên chó gây mê?,"Liều tiêm tĩnh mạch 0,1g/kg và dạng alcaloid với liều 6,6mg/kg đều có tác dụng lợi tiểu rõ rệt và kéo dài.","Dạng cao lỏng Bán biên liên được thí nghiệm trên chó gây mê. Liều tiêm tĩnh mạch 0,1g/kg và dạng alcaloid với liều 6,6mg/kg đều có tác dụng lợi tiểu rõ rệt và kéo dài. Trên người bình thường, bột từ thảo dược này dùng đường uống với liều 10 – 20g. Thể hiện tác dụng lợi tiểu, đồng thời lượng chlorid bài tiết qua nước tiểu cũng tăng. Dùng dài ngày thì tác dụng lợi tiểu giảm dần. Thời điểm thu hái Bán biên liên cũng ảnh hưởng đến tác dụng lợi tiểu. Thu hái vào thời điểm sau khi ra hoa có tác dụng mạnh hơn so với các thời điểm khác. Đem Bán biên liên đun sôi không ảnh hưởng đến tác dụng lợi tiểu nhưng nếu sấy khô ở nhiệt độ 150°C trong 24 giờ thì tác dụng này mất hoàn toàn. >> Ngoài Bán biên liên, nhiều dược liệu khác cũng có công dụng lợi tiểu như Trúc diệp, Mộc thông… Đọc thêm bài viết Mộc thông: Vị thuốc có công dụng lợi tiểu."
medicine_10697,"Xét theo y học cổ truyền, thì là có những đặc điểm gì?","Theo y học cổ truyền, thì là có vị cay tính ấm, có tác dụng ôn ấm tỳ vị, giúp tiêu hóa dễ dàng, giải độc thức ăn.","Vị thuốc có vị cay tính ấm, có tác dụng ôn ấm tỳ vị, giúp tiêu hóa dễ dàng, giải độc thức ăn Thì là trong y học cổ truyền dùng thay cho Tiểu hồi để giải độc thức ăn tanh hôi, chữa bụng đầy trướng nê trệ. Thì là có tác dụng kích thích trung tiện, lợi sữa Chữa đau bụng ở trẻ em"
medicine_13400,Đinh lăng chế rượu gừng và mật được thực hiện như thế nào?,"Đối với Đinh lăng chế rượu gừng và mật, ta cần tẩm rượu gừng 5% vào cây Đinh lăng sống, trộn đều cho thấm rượu gừng, sau đó sao qua nhỏ lửa. Tiếp đến, tẩm thêm Mật ong, trộn đều cho thấm mật rồi sao vàng cho thơm. Mỗi 100kg dược liệu tương đương với 5 lít rượu gừng 5% và 5 kg Mật ong.","Đinh lăng sống: Loại bỏ tạp chất, rửa sạch, phơi hoặc sấy khô. Đinh lăng chế rượu gừng và mật: Tẩm rượu gừng 5% vào Đinh lăng sống, trộn đều cho thấm rượu gừng, sao qua nhỏ lửa. Tẩm thêm Mật ong, trộn đều cho thấm mật rồi sao vàng cho thơm. Dùng 5 lít rượu gừng 5% và 5 kg Mật ong cho 100kg dược liệu. >> Có thể bạn chưa biết: Mật ong: Công dụng và những điều cần biết"
medicine_7339,Đối với những người bị bệnh dạ dày thì nên sử dụng Mùi tàu theo cách nào?,"Những người bị bệnh dạ dày nên dùng Mùi tàu dưới dạng xay hoặc ép nước, như vậy sẽ đỡ bị kích ứng hơn so với dùng trực tiếp.","- Theo kinh nghiệm xưa, phụ nũ mang thai nên kiêng ăn Mùi tàu
- Những người bị bệnh dạ dày nên dùng dưới dạng xay hoặc ép nước sẽ đỡ bị kích ứng hơn dùng trực tiếp Mùi tàu là loại rau gia vị phổ biến, và cũng là một vị thuốc hữu ích. Tuy nhiên những người có bệnh nên đi thăm khám để được tư vấn dùng thuốc và sinh hoạt một cách hợp lý nhất. Tránh trường hợp tự ý sử dụng thuốc có thể đưa đến những hậu quả không mong muốn. YouMed luôn sẵn sàng hỗ trợ các bạn"
medicine_1692,"Ngoài cà cuống, có vị thuốc nào khác cũng có tác dụng bổ thận hiệu quả từ động vật không?","Ngoài cà cuống, Quy bản cũng là một vị thuốc bổ thận hiệu quả từ động vật.","Muốn bảo quản tinh dầu này được lâu cần đựng trong lọ có nút mài. Vì để ngoài không khí rất dễ bay hơi. Ngoài Cà cuống, Quy bản cũng là vị thuốc bổ thận hiệu quả từ động vật. Tìm hiểu thêm: Quy bản: Vị thuốc bổ dưỡng quen thuộc từ loài rùa"
medicine_5928,Hạt khiếm thực thường được thu hoạch vào thời điểm nào?,Hạt khiếm thực thường được thu hoạch vào khoảng cuối hè đầu thu.,"Cây này được trồng chủ yếu để lấy hạt – vị thuốc Khiếm thực. Hạt thường được thu hoạch vào khoảng cuối hè đầu thu, có thể ăn sống hoặc rang nướng như bỏng ngô."
medicine_4860,Ưu điểm của việc sử dụng hoa đậu biếc trong điều trị bệnh là gì?,"Hoa đậu biếc được xem là bài thuốc đơn giản mà hiệu quả, nhằm hạn chế được các tác dụng không mong muốn của các phương pháp điều trị bệnh khác.","Đa số hoa đậu biếc được sử dụng dưới dạng tươi, khô, bột… Mỗi ngày, lấy khoảng 5 hoa khô, pha với 200-400 ml nước sôi để uống. Sau khoảng thời gian ngắn, ta thu được dung dịch màu xanh biếc đẹp đặc trưng, mùi hương nhẹ nhàng. Đây cũng được xem là bài thuốc đơn giản mà hiệu quả, nhằm hạn chế được các tác dụng không mong muốn của các phương pháp điều trị bệnh khác."
medicine_6830,"Sau khi chế biến, phần thân rễ của Lô căn cần được bảo quản như thế nào?","Bảo quản trong bọc kín, cất trữ nơi thoáng mát, nhiệt độ phòng, tránh tiếp xúc trực tiếp với ánh nắng mặt trời.","Bảo quản những phần thân rễ đã qua khâu chế biến trong bọc kín, cất trữ nơi thoáng mát, nhiệt độ phòng, tránh tiếp xúc trực tiếp với ánh nắng mặt trời. Nên đậy kín bao bì sau mỗi lần sử dụng."
medicine_8930,Các loại phụ tử khác nhau có chung đặc điểm nào?,"Các loại phụ tử khác nhau đều có vị nhạt, sau hơi chát và hơi tê lưỡi.","Bộ phận của cây Ô đầu làm thành vị thuốc Phụ tử là rễ củ con đã phơi hay sấy khô. Rễ củ hình con quay, dài 3,5 – 5 cm, phía trên to, đường kính 1,5 – 2,5 cm, có vết nối với củ mẹ, không có vết của thân cây, phía dưới nhỏ dần. Mặt ngoài màu nâu đen, có nhiều nếp nhăn dọc, vòng quanh phần trên củ có một số nhánh lồi lên như cái bướu. Chất cứng chắc, khó bẻ. Vết cắt màu nâu xám. Vị nhạt, sau hơi chát và hơi tê lưỡi. Sau khi bào chế gồm các loại: Diêm phụ tử, Hắc phụ tử, Bạch phụ tử. Diêm phụ tử: - Rễ củ con, loại to, rửa sạch bỏ vào vại, thêm magnesi clorid, muối ăn và nước (cứ 100 kg Phụ tử dùng 40 kg magnesi clorid, 30 kg muối ăn, 60 lít nước), ngâm 10 ngày, lấy ra phơi khô rồi lại cho vào vại. Cứ thế, ngày phơi, tối ngâm nước sâm sấp trên củ. Thỉnh thoảng thêm magnesi clorid, muối ăn, nước để đảm bảo nồng độ ban đầu.
- Cuối cùng vớt ra phơi nắng để muối thấm tới phần giữa củ. Mặt ngoài thấy kết tinh trắng là được. Trước khi dùng thái lát mỏng 5 mm, rửa nước đến hết vị cay tê, đem phơi hoặc sấy khô (độc bảng B). Hắc phụ tử: - Rễ củ con loại trung bình, rửa sạch, cho vào vại, thêm magnesi clorid, nước ngâm vài ngày (100 kg Phụ tử dùng 40 kg magnesi clorid, 20 lít nước).
- Sau đó đun sôi 2 – 3 phút, lấy ra rửa sạch, để cả vỏ, thái lát mỏng theo chiều dọc, dày khoảng 5 mm. Lại ngâm trong nước magnesi clorid.
- Cuối cùng thêm đường đỏ và dầu hạt cải để tẩm đến khi lát mỏng có màu nước chè đặc. Sau đó rửa nước đến hết vị cay, phơi hoặc sấy khô. Bạch phụ tử: - Rễ củ con loại nhỏ, rửa sạch cho vào vại, ngâm trong nước magnesi clorid vài ngày (pha như trên).
- Sau đó đun tới chín đến giữa củ, lấy ra bóc vỏ bỏ. Thái lát mỏng theo chiều dọc, dày khoảng 3 mm. Rửa hết vị cay tê, hấp chín, phơi khô, xông hơi diêm sinh, rồi phơi đến khô. Đạm phụ tử: - Lấy Diêm phụ tử ngâm nước, mỗi ngày thay 2 – 3 lần cho hết muối. Cho vào nồi cùng Cam thảo, Đậu đen nấu với nước cho thấm, đến khi cắt ra, nếm mà lưỡi không thấy cay, tê thì thôi.
- Sau đó lấy ra, bỏ hết Cam thảo, Đậu đen, cạo bỏ vỏ, chẻ làm 2 miếng, cho vào nồi, thêm nước, nấu độ 2 giờ. Khi Phụ tử chín thì lấy ra, để cho ráo, lại ủ cho mềm rồi cắt miếng, phơi khô là được."
medicine_11951,"Trong Trạch tả - Phục linh trạch tả thang, vị thuốc nào được dùng nhiều nhất?","Trạch tả và Phục linh, đều dùng 6 g.","Trạch tả 6 g, Phục linh 6 g, Bạch truật 4 g, Cam thảo 2 g, Quế chi 2 g, nước 600 ml. Sắc còn 200 ml chia 3 lần uống trong ngày. Cũng chữa bệnh thuỷ thũng."
medicine_13733,Tính trạng gì của đậu mèo gây ngứa da khi chạm vào,Lông của đậu mèo gây ngứa da khi chạm vào.,"Theo nhiều nghiên cứu, Đậu mèo có nguồn gốc ở Ấn Độ. Hiện nay, cây đã di thực và phân bố rải rác nhiều khu vực trên thế giới, đặc biệt vùng nhiều đới Đông Nam Á và Nam Á như Lào, Nhật Bản, Campuchia…Ở Việt Nam, loài thực vật này mọc hoang ở các tỉnh miền núi, đặc biệt từ Quảng Bình trở ra, thường mọc leo vào những cây cỏ hoặc cây bụi cao. Thường thấy mọc hoang dại ven rừng, ở đồi hay nương rẫy bỏ hoang, ít được trồng do lông của loài này gây ngứa da khi chạm vào. Thuộc nhóm ưa sáng, ra hoa nhiều, tái sinh tự nhiên chủ yếu từ hạt. Khoảng 5 tháng tính từ khi mọc đến khi tàn, được cho là vòng đời của cây. Bên cạnh đó, nhân dân miền núi còn trồng cây để chống xói mòn đất và phủ xanh đồi núi trọc, nhờ đặc điểm sống khỏe và dai của nó."
medicine_7415,Dùng Mướp gai trong trường hợp nào?,Dùng Mướp gai tươi nấu nước tắm trong trường hợp lở ngứa ngoài da để cải thiện tình trạng.,"Dùng toàn cây Mướp gai tươi nấu nước tắm, ngày 1 lần. Khi nước còn ấm sẽ cải thiện tình trạng rất hiệu quả."
medicine_719,Bạch biển đậu có thể giải độc của cá nóc không?,Bạch biển đậu có thể giải độc của cá nóc.,"Người ta có một vài nghiên cứu trên Bạch biển đậu và thấy rằng nó có một số tác dụng sau: Khả năng kháng khuẩn: dịch tiết từ dược liệu này được cho rằng có thể ức chế hoạt động của trực khuẩn lỵ. Khả năng giải độc: Bạch biển đậu có tác dụng chống ngộ độc thực phẩm sinh ra nôn ói, có thể giải độc rượu, giải độc của cá nóc,…."
medicine_13287,Ô môi có thể được sử dụng dưới những dạng nào?,"Ô môi có thể dùng dưới dạng thuốc sắc, dùng ngoài, hoặc phần quả của dược liệu này có thể ăn sống hoặc ngâm rượu uống.","Tùy mục đích sử dụng có thể dùng dược liệu với nhiều cách và liều lượng khác nhau. Ô môi có thể dùng dưới dạng thuốc sắc, dùng ngoài, hoặc phần quả của dược liệu này có thể ăn sống hoặc ngâm rượu uống… Liều dùng: - Trị táo bón: Quả 4-6g, tối đa 20g.
- Bồi bổ sức khỏe: Rượu 2 chén nhỏ x 2 lần/ ngày, trước bữa ăn.
- Vỏ thân và lá: 15-20g/ ngày.
- Dùng ngoài không kể liều lượng cố định. Kiêng kỵ: - Mẫn cảm hay dị ứng với bất kỳ thành phần nào của dược liệu.
- Phụ nữ có thai và cho con bú không nên sử dụng dược liệu.
- Người mắc bệnh lý đặc biệt về gan, thận cần thận trọng."
medicine_13793,"Trong số các axit béo, axit nào trong đậu đỏ có hàm lượng cao nhất trên 100g?",Leucin có hàm lượng cao nhất trên 100g với 1668 mg.,"Theo các nghiên cứu, Đậu đỏ giàu chất dinh dưỡng: - Hạt Đậu đỏ chứa protein 20.7g%, lipid 0,5 g%, Cacbohydrat 58 g%, cellulose 4,9 g%, tro 3,3 g%, Ca 67 mg%, P 305 mg%,vitamin B1, saponin, acid béo, sắc tố, phytosterol, riboflavin…
- Hạt lá và rễ chứa triacyglycerol, monoglycosylglycerol.
- Quả chứa azukisaponin I…. - Nước 13,4 g; năng lượng 1377 kJ; protein 19,9 g; chất béo 0,5 g; carbohydrat 2,9; chất xơ 12,7 g.
- Ca 66 mg; Mg 127 mg; P 381 mg; Fe 5,0 mg; Zn 5,0 mg; vitamin A 17 IU; thiamin 0,46 mg; riboflavin 0,22 mg; niacin 2,6 mg, folat 622 μg.
- Ngoài ra, còn có các axit amin không thay thế: tryptophan 191 mg; lysin 1497 mg methionin 210 mg; phenylalanin 1052 mg; threonin 674 mg; valin 1023 mg; leucin 1668 mg và isoleucin 791 mg; và chứa các axit béo như axit linoleic 113 mg và axit oleic 50 mg."
medicine_10264,"Theo kết luận của Hoàng Trung Nghi vào năm 1958, đâu là dung môi tốt nhất để chiết xuất hoạt chất của sử quân tử?","Nước được xác định là dung môi tốt nhất để chiết xuất hoạt chất của sử quân tử, cồn 45° kém hơn và cồn 95° hầu như không chiết được chút nào.","Trong Sử quân tử có: - Trong nhân sử quân tử có chứa từ 21 – 22% chất béo màu xanh lục nhạt. Chất này sền sệt, mùi nhựa, vị nhạt không có tác dụng tẩy giun.
- Ngoài ra còn chất gôm, các chất hữu cơ, chất đường. Còn có 19 – 20% axit hữu cơ axit xitric, kali sunfat.
- Theo Trung hoa y học tạp chí 1952 thì hoạt chất trong sử quân tử là axit quisqualic; muối kali của axit quisqualic C10H16O10N6K3 có tác dụng diệt giun, trên lâm sàng có tác dụng tương tự santonin.
- Năm 1958, Hoàng Trung Nghi (Giang tây Trung y dược, 2,52 – 56) đã báo cáo đi tới kết luận là dung môi tốt nhất để chiết hoạt chất của sử quân tử là nước. Cồn 45° kém hơn, cồn 95° hầu như không chiết được chút nào."
